rank,name,opendate,sales,sales_rate,ac_sales,attend,ac_attend,screen,show_freq,rep_na,na,pro_com,dis_com,age_rate,genre,director,actor,profit_line,,,,,
1858,러시아 엄마,2016-07-28,2560000,0,2.56E+06,497,497,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,최원준,"리나,강예나,김도희,윤세형",,,,,,
1859,스틸 더 머니: 314 비밀금고,2018-06-28,595200,0,2.56E+06,82,316,10,21,스페인,스페인,(주)더블앤조이픽쳐스,,,,,,,,,,,
1860,미궁: 비밀애,2015-04-23,2537000,0,2.54E+06,492,492,20,26,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",조조 히데오,김민기,,,,,,
1861,몽골리안 프린세스,2015-03-19,795000,0,2.54E+06,103,328,4,25,한국,한국,키호테,(주)영화사 조제,청소년관람불가,"멜로/로맨스,드라마",정단우,"정단우,엘리자베스 가르시아,박하나,박혜진,김종수",,,,,,
1862,등산의 목적,2016-03-03,2507000,0,2.51E+06,484,484,20,24,한국,한국,주식회사 비엠미디어,주식회사 비엠미디어,청소년관람불가,멜로/로맨스,조형운,"진혜경,이슬기",,,,,,
1863,마일드 앤 러블리,2016-06-30,544000,0,2.48E+06,97,442,4,17,미국,미국,,알토미디어(주),청소년관람불가,"멜로/로맨스,스릴러",조세핀 데커,"조 스완버그,소피 트라우브",,,,,,
1864,애인,2015-06-17,2454000,0,2.45E+06,457,457,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,박호태,"문주연,최준열",,,,,,
1865,형의 여자,2016-12-15,809000,0,2.41E+06,159,337,20,20,한국,한국,(유)쏘아필름,(유)쏘아필름,청소년관람불가,"멜로/로맨스,드라마","모리카와 케이,모리오카 토시유키","시나토 루리,메구리,최민호",,,,,,
1866,시로코,,1544000,,2.39E+06,767,1049,,15,,,,,,,,,,,,,,
1867,"금지된 섹스, 달콤한 복수",2016-01-14,63000,0,2.37E+06,14,427,21,14,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",,"송은채,유장영",,,,,,
1868,청불학원: 무삭제판,2017-04-10,2353000,0,2.35E+06,465,465,20,22,한국,한국,(주)로드하우스,(주)로드하우스,청소년관람불가,"멜로/로맨스,코미디",최무연,,,,,,,
1869,알바생들,2016-04-28,2349000,0,2.35E+06,465,465,20,24,한국,한국,(주)인터하우스,(주)나우콘텐츠,청소년관람불가,드라마,"홍수동,홍수동","이은미,소윤,이은미",,,,,,
1870,콜리션,2017-03-30,143000,0,2.34E+06,41,430,22,37,한국,한국,영화사 행성,THE 픽쳐스,청소년관람불가,"공포(호러),스릴러","이윤호,허서형","이승준,이익준,김범태,여이레",,,,,,
1871,더 봄버 : 최강폭격부대,2015-12-17,2320000,0,2.32E+06,460,460,5,11,러시아,"러시아,우크라이나",,(주)소나무픽쳐스,15세이상관람가,"전쟁,액션,드라마",비탈리 보로비요브,니키타 예프레모브,,,,,,
1872,음란한 가족,2015-09-24,2301000,0,2.30E+06,473,473,21,21,한국,한국,(주)KW비젼,(주)KW비젼,청소년관람불가,"코미디,드라마,가족",신정균,"한수아,김솔,김영민,김강일",,,,,,
1873,란제리살인사건,2015-09-17,2295000,0,2.30E+06,472,472,20,20,한국,한국,(주)노리픽쳐스,(주)노리픽쳐스,청소년관람불가,스릴러,김세성,"권민중,원기준,한창혁,김선주,이규창,김영희,김정석,김정훈,김병춘",,,,,,
1874,써드 스타,2015-08-13,2300000,0,2.30E+06,460,460,5,11,영국,영국,,(주)수키픽쳐스,15세이상관람가,드라마,헤이티 달튼,"베네딕트 컴버배치,톰 버크,JJ 페일드,애덤 로버트슨",,,,,,
1875,사랑을 위한 여행,2015-07-30,2300000,0,2.30E+06,460,460,5,11,미국,미국,,(주)수키픽쳐스,15세이상관람가,"멜로/로맨스,드라마",우다얀 프라샤드,"크리스틴 스튜어트,에디 레드메인,윌리엄 허트,마리아 벨로",,,,,,
1876,도쿄 연애사건,2017-01-18,1255000,0,2.30E+06,164,311,16,58,일본,일본,,(주)브리즈픽처스,청소년관람불가,코미디,야마우치 켄지,"후키코시 미츠루,안도 와코,키시이 유키노,이시바시 케이",,,,,,
1877,밤과 낮 사이,,1762000,,2.27E+06,876,1132,,10,,,,,,,,,,,,,,
1878,플라워,2017-04-06,679000,0,2.25E+06,121,372,3,12,스페인,스페인,,(주)모멘텀엔터테인먼트,12세이상관람가,드라마,"욘 가라뇨,호세 마리 고에나가",,,,,,,
1879,마중: 커피숍 난동 수다 사건,2018-05-17,187500,,2.25E+06,39,269,,15,,,,(주)콘텐츠윙,,"코미디,드라마",임혜영,,,,,,,
1880,그리울 련,2015-08-13,2210000,0,2.21E+06,429,429,20,23,한국,한국,㈜리필름,(주)드림팩트엔터테인먼트,12세이상관람가,"판타지,멜로/로맨스",한철수,"정경호,정윤선,후지이 미나,김선웅,유승목",,,,,,
1881,맛있는 덫-정사,2015-09-30,74000,0,2.21E+06,16,422,20,7,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",신정균,"한수연,유석환,김지연,박지연",,,,,,
1882,동경가족: 두 번째 이야기,,2183800,0,2.18E+06,298,298,4,16,일본,일본,,,,"코미디,드라마",야마다 요지,"하시즈메 이사오,요시유키 카즈코,니시무라 마사히코,나츠카와 유이,나카지마 토모코",,,,,,
1883,라이프 필스 굿,2018-06-28,110000,0,2.17E+06,16,377,5,5,폴란드,폴란드,노바엔터테인먼트,,,,,,,,,,,
1884,모텔,2015-11-10,273000,0,2.16E+06,54,414,20,6,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러,미스터리",이숭환,이은미,,,,,,
1885,한양기방 명기전,2015-12-30,238000,0,2.16E+06,26,395,20,8,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,김민욱,나영,,,,,,
1886,더 울프팩,2016-09-22,299600,0,2.16E+06,47,308,5,16,미국,미국,,주식회사 더쿱,15세이상관람가,다큐멘터리,크리스탈 모셀,,,,,,,
1887,파파좀비,2016-12-29,246000,0,2.15E+06,38,341,5,13,한국,한국,㈜인디스토리,㈜인디스토리,전체관람가,드라마,고현창,"조한철,고서희,정예우,김형준",,,,,,
1888,고백할 수 없는,2016-03-31,752000,0,2.15E+06,105,294,4,13,한국,한국,더파인트,하준사,청소년관람불가,스릴러,최인규,"배성우,정성일,한제인,박리디아,양인화",,,,,,
1889,창백한 얼굴들,2015-09-10,354000,0,2.15E+06,50,287,3,11,한국,한국,한국영화아카데미,CGV아트하우스,청소년관람불가,애니메이션,허범욱,"조민수,진성민,허범욱,허범욱,김민지,김민지,김민지,김민지,이성일,이성일,이성일,이성일,이성일,이성일,이성일,이규창,이규창,이규창,이규창,이규창,이규창,이규창,이규창,이규창,이규창",,,,,,
1890,"연애의 발동 : 상해 여자, 부산 남자",2016-06-02,702000,0,2.14E+06,89,269,8,43,한국,"한국,중국",(주)케이알씨지,(주)케이알씨지,12세이상관람가,"멜로/로맨스,코미디",김태균,"지진희,진의함",,,,,,
1891,무림시대: 4대 고수전,2016-09-22,2125000,0,2.13E+06,425,425,5,11,중국,중국,,(주)소나무픽쳐스,15세이상관람가,액션,장뢰,,,,,,,
1892,마스: 화성으로 가는 길,2016-10-06,2124000,0,2.12E+06,425,425,5,11,미국,미국,,(주)소나무픽쳐스,12세이상관람가,다큐멘터리,장-크리스토프 조프르,재커리 퀸토,,,,,,
1893,핫섹토크,2015-11-03,223000,0,2.12E+06,44,405,20,5,한국,한국,(주)케이알씨지,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,이전,"앤,박윤식",,,,,,
1894,위험한 중독,2015-12-24,2017000,0,2.12E+06,378,388,20,20,한국,한국,㈜리필름,(주)블루브릭,청소년관람불가,드라마,최율권희,"고원,황지후,류한홍",,,,,,
1895,고양이 사무라이 2,2016-03-10,150000,0,2.12E+06,20,265,8,7,일본,일본,,(주)영화사 안다미로,12세이상관람가,"코미디,드라마,액션",와타나베 타케시,"키타무라 카즈키,리리코",,,,,,
1896,탐정사무소 - 사랑과 전쟁,2016-05-13,2097000,0,2.10E+06,415,415,20,23,한국,한국,(주)매니아22,(주)나우콘텐츠,청소년관람불가,"스릴러,드라마",이동현,강현중,,,,,,
1897,야한 누나들,2016-02-11,75000,0,2.10E+06,13,400,20,12,한국,한국,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,청소년관람불가,멜로/로맨스,최우성,"이채담,이미나,김라윤",,,,,,
1898,사랑받지 못한 여자,2017-01-24,2097000,0,2.10E+06,327,327,14,19,한국,한국,(주)케이피필름,(주)모멘텀엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",노진수,"김화연,신원호,윤예희",,,,,,
1899,외출,2015-06-11,2090000,0,2.09E+06,371,371,20,26,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,기대호,"정서윤,전현수",,,,,,
1900,체르노빌: 원전 대폭발,2015-12-03,2080000,0,2.08E+06,410,410,5,11,러시아,러시아,,(주)소나무픽쳐스,12세이상관람가,"어드벤처,액션,드라마",비탈리 보로비요브,"마리아 포에체예브나,유리 보리소프",,,,,,
1901,조선안방 스캔들-칠거지악,2015-09-15,2077000,0,2.08E+06,394,394,20,20,한국,한국,(주)스넵쏘울,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,"은민,최경일",,,,,,
1902,은밀한 방문자,2015-09-16,2075000,0,2.08E+06,393,393,19,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",윤여창,"박재훈,곽지은,손재헌",,,,,,
1903,위험한 섹스,2015-09-23,2075000,0,2.08E+06,393,393,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",이숭환,"최정아,김상우",,,,,,
1904,아내의 애인,2015-10-08,1792000,0,2.07E+06,307,357,20,26,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,소영환,"김태정,이현성,장지현",,,,,,
1905,한양 기방 춘향뎐,2015-11-26,2057000,0,2.06E+06,393,393,20,24,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,사극",김민욱,"나영,주영",,,,,,
1906,리우 2096,2016-08-11,748000,0,2.04E+06,93,251,3,20,브라질,브라질,,㈜영화사 백두대간,청소년관람불가,애니메이션,루이즈 볼로네지,셀튼 멜로,,,,,,
1907,다이빙벨: 진실은 침몰하지 않습니다,2015-04-16,476000,0,2.01E+06,66,265,4,18,한국,한국,"아시아프레스,(주)씨네포트",(주)시네마달,15세이상관람가,다큐멘터리,"이상호,안해룡",,,,,,,
1908,유부녀들,2015-10-14,1995000,0,2.00E+06,373,373,20,20,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",경석호,"김소현,김하늘",,,,,,
1909,그 후,2017-07-06,321000,0,1.99E+06,48,256,5,9,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",청소년관람불가,"드라마,멜로,로맨스",홍상수,"권해효,김민희,김새벽",,,,,,
1910,입영전야,2016-04-05,1975000,0,1.98E+06,360,360,20,22,한국,한국,영화사 인연,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,코미디","유승택,유승택","임형순,이도현,이선영,이소영,이윤희",,,,,,
1911,뜨거운 이웃,2016-01-28,1972000,0,1.97E+06,370,370,20,30,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,"이채담,이유리",,,,,,
1912,자유연애시대,2016-02-04,125000,0,1.96E+06,14,365,20,5,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이전,박하얀,,,,,,
1913,맛있는 만남,2016-02-29,1944000,0,1.94E+06,372,372,19,23,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",,"차주현,이채담,장윤",,,,,,
1914,살아남은 아이,2018-08-30,95000,,1.93E+06,19,300,,3,,,,,,,,,,,,,,
1915,조선안방 스캔들-칠거지악2,2015-10-22,1906000,0,1.91E+06,364,364,20,24,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이숭환,"은경,최경일,이미경",,,,,,
1916,맛있는 정사: 오피스 와이프,2015-11-17,23000,0,1.91E+06,4,364,20,4,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",김학묵,"박태산,김수현,김태환,김현태",,,,,,
1917,야한밤 심야극장,2016-02-25,1894000,0,1.89E+06,372,372,20,32,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,드라마",이민환,이채담,,,,,,
1918,"티에나: 10,000년 후",2016-10-20,148000,0,1.86E+06,30,267,13,30,중국,중국,,(주)드림팩트엔터테인먼트,15세이상관람가,애니메이션,이리,,,,,,,
1919,게스트하우스,2018-02-22,596400,0,1.83E+06,93,266,9,50,한국,한국,,,,,,,,,,,,
1920,엄마친구,2015-08-20,1771000,0,1.77E+06,355,355,19,25,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,명석환,"허예창,희우",,,,,,
1921,위선자들: 감독판,2016-04-21,1750000,0,1.75E+06,340,340,20,20,한국,한국,(주)영화사메이플러스,"THE 픽쳐스,(주)씨타마운틴픽쳐스",청소년관람불가,드라마,김진홍,"권민중,김정균,장두이",,,,,,
1922,소림사 무림탐정 : 황제의 옥패,2016-04-07,890000,0,1.74E+06,178,348,6,12,중국,중국,,(주)케이알씨지,15세이상관람가,액션,해도,"한삭,유관성",,,,,,
1923,아메리칸 초밥왕,2017-03-02,98000,0,1.74E+06,35,217,5,35,미국,미국,,THE 픽쳐스,전체관람가,드라마,안소니 루세로,레인 니시카와,,,,,,
1924,내 이웃의 아내,2016-07-28,1729000,0,1.73E+06,333,333,20,20,한국,한국,블루스필름,(주)소나무픽쳐스,청소년관람불가,"멜로/로맨스,드라마",정대만,"김진선,이미영",,,,,,
1925,탐정사무소-평강공주와 바보온달 무삭제판,2016-06-15,1080000,0,1.73E+06,211,292,20,23,한국,한국,(주)매니아22,(주)나우콘텐츠,청소년관람불가,"스릴러,드라마",이동현,"강현중,조영택,주연서",,,,,,
1926,마담 드...,,66000,,1.71E+06,14,325,,1,,,,,,드라마,맥스 오퓌스,,,,,,,
1927,71 : 벨파스트의 눈물,2016-07-21,1712000,0,1.71E+06,220,220,5,33,영국,영국,,(주)액티버스엔터테인먼트,15세이상관람가,"액션,전쟁,스릴러,드라마",얀 디맨지,"잭 오코넬,숀 해리스,샘 리드",,,,,,
1928,아이돌 섹스 스캔들,2016-03-16,1675000,0,1.68E+06,308,308,19,19,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,야마삐,주희,,,,,,
1929,여배우 섹스 스캔들,2016-03-09,1652000,0,1.65E+06,310,310,20,20,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,멜로/로맨스,야마삐,지원,,,,,,
1930,애마부인 2016,2016-06-14,1638000,0,1.64E+06,301,301,21,21,한국,한국,드림로드,드림로드,청소년관람불가,멜로/로맨스,김미연,"류현아,정넘쳐,백세리,서정우,이상진,이상희",,,,,,
1931,엔조이닷컴,2016-04-28,1634000,0,1.63E+06,311,311,20,20,한국,한국,영화사청춘 주식회사,(주)라이크 콘텐츠,청소년관람불가,"멜로/로맨스,드라마",백수호,이혜빈,,,,,,
1932,서바이벌 워,2015-01-15,728000,0,1.61E+06,140,355,6,11,미국,미국,,스크린조이,15세이상관람가,"액션,스릴러",마크 밀혼,라일리 스미스,,,,,,
1933,P.S. 걸,2016-02-04,1607000,0,1.61E+06,278,278,21,27,한국,한국,전망 PRODUCTION,전망 PRODUCTION,청소년관람불가,"스릴러,멜로/로맨스",원석호,"강은혜,권민,이은미,박은영,이창용,이주광,박정환,서정호,손창대,강미희,강미희,양희선,양희선,이보미,이상혁,국경남,이승훈,한대룡,한진수,한진수,김초희,문종규,문종규",,,,,,
1934,스펠바운드,,48000,,1.60E+06,16,703,,1,,,,,,"미스터리,드라마,멜로/로맨스,스릴러,기타",알프레드 히치콕,,,,,,,
1935,제거자,2015-01-08,718000,0,1.60E+06,138,353,5,10,미국,미국,,스크린조이,청소년관람불가,스릴러,닉 사이먼,"빌리 버크,오즈 퍼킨스,엠마 콜필드,켈리 브룩",,,,,,
1936,캘린더걸,2016-04-07,1598000,0,1.60E+06,295,295,20,20,한국,한국,스마일컨텐츠,(주)유비네트워크,청소년관람불가,멜로/로맨스,강현철,"박하얀,유주오,이소희,이유진",,,,,,
1937,야한이야기,2016-09-29,1587000,0,1.59E+06,313,313,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,김철수,"시후,정윤,백세리",,,,,,
1938,부부의 스폰서,2016-09-09,1584000,0,1.58E+06,313,313,20,20,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),청소년관람불가,멜로/로맨스,황성욱,"김진선,정넘쳐,이신우,김희수",,,,,,
1939,환타스틱 러브짐: 전쟁 같은 사랑,2015-10-08,1479000,0,1.58E+06,286,303,20,20,한국,한국,웃기시네,(주)유비네트워크,청소년관람불가,코미디,한우진,"안홍진,곽정화,이수정,박가을,서지현,서성희",,,,,,
1940,풍뎅이뎅이,2018-02-08,1055000,0,1.58E+06,147,200,4,24,한국,한국,,(주)콘텐츠판다,,,,,,,,,,
1941,친구 누나,2016-03-10,1569000,0,1.57E+06,279,280,21,27,한국,한국,(주)영화사 사계절,(주)영화사 사계절,청소년관람불가,멜로/로맨스,채길병,"박초현,김성환,주인철,소윤,홍두리",,,,,,
1942,깡치,2016-09-08,185000,0,1.57E+06,36,241,6,35,한국,한국,제이메이드필름,(주)드림팩트엔터테인먼트,청소년관람불가,액션,연정모,"손우혁,권유진,안재혁,이성준,이유진,최현종",,,,,,
