rank,name,opendate,sales,sales_rate,ac_sales,attend,ac_attend,screen,show_freq,rep_na,na,pro_com,dis_com,age_rate,genre,director,actor,profit_line,,,,,
1149,맘마미아!2,2018-08-08,43287000,0.001,5.49E+07,5405,6687,20,29,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,
1150,당신을 기다리는 시간,2016-01-28,2233000,0,5.46E+07,327,7606,31,22,이탈리아,"이탈리아,프랑스",,찬란,15세이상관람가,드라마,피에로 메시나,"줄리엣 비노쉬,루 드 라쥬,조르지오 콜란겔리",,,,,,
1151,앱솔루틀리 애니씽,2016-01-14,641000,0,5.44E+07,92,7041,90,26,미국,"미국,영국",,(주)모멘텀엔터테인먼트,12세이상관람가,"코미디,SF",테리 존스,"사이몬 페그,케이트 베킨세일,로빈 윌리엄스,테리 존스",,,,,,
1152,"다시, 벚꽃",2017-04-06,296000,0,5.43E+07,49,6764,132,23,한국,한국,(주)MBC,(주)영화사 진진,12세이상관람가,다큐멘터리,유해진,장범준,,,,,,
1153,돌아와요 부산항애(愛),2018-01-17,40000,0,5.36E+07,15,6954,21,15,한국,한국,,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",,"범죄,액션,드라마",박희준,,,,,,,
1154,더 딥 블루 씨,2015-04-23,539000,0,5.35E+07,91,6940,38,7,영국,"영국,미국",,(주)팝엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",테렌스 데이비스,"레이첼 와이즈,톰 히들스턴",,,,,,
1155,붕붕 달려라 깜이,2016-03-24,2602000,0,5.34E+07,470,7556,174,36,독일,독일,,예지림엔터테인먼트,전체관람가,애니메이션,"우테 폰 뮌쇼폴,잔도르 예세","남도형,서원석,김경희,허정도",,,,,,
1156,위대한 임무,2017-03-23,2087000,0,5.31E+07,307,7271,59,23,미국,미국,,(재)CBS,12세이상관람가,"드라마,전쟁",피터 스펜서,존 라이스 데이비스,,,,,,
1157,패트와 매트: 뚝딱뚝딱 대소동,2017-03-16,2731000,0,5.28E+07,383,7383,116,54,체코,체코,,(주)팝엔터테인먼트,전체관람가,애니메이션,마렉 베네슈,,,,,,,
1158,마담 버터플라이,2016-09-03,4239500,0,5.28E+07,284,2678,10,16,미국,미국,,(주)인스터피씨엠,,공연,,,,,,,,
1159,카르멘,2018-07-01,10653000,0,5.28E+07,439,2223,12,18,독일,독일,(주)케빈앤컴퍼니,에스디시코리아 주식회사,,"드라마,뮤지컬",프란체스코 로시,,,,,,,
1120,판타스틱 우먼,2018-04-19,197000,,6.11E+07,21,7432,45,3,,,,아이 엠,,드라마,세바스티안 렐리오,,3000000,,,,,
1161,서태지밴드 콘서트투어 '콰이어트나이트',2015-11-26,14448600,0.001,5.27E+07,1665,5908,6,78,한국,한국,(주)서태지컴퍼니,(주)서태지컴퍼니,전체관람가,공연,서태지,서태지,,,,,,
1162,이별까지 7일,2015-01-15,238000,0,5.25E+07,40,7089,42,7,일본,일본,,(주)수키픽쳐스,12세이상관람가,드라마,이시이 유야,"츠마부키 사토시,하라다 미에코,이케마츠 소스케,나가츠카 쿄조",,,,,,
1163,헝거,2016-03-17,253000,0,5.22E+07,39,7029,56,7,영국,"영국,아일랜드",,오드,청소년관람불가,드라마,스티브 맥퀸,"마이클 패스벤더,브라이언 밀리건",,,,,,
1164,커피 메이트,2017-03-01,645000,0,5.21E+07,80,6461,99,22,한국,한국,(주)써니엔터테인먼트,(주)스톰픽쳐스코리아,청소년관람불가,멜로/로맨스,이현하,"윤진서,오지호",,,,,,
1165,초행,2017-12-07,4535000,0,5.17E+07,626,6691,47,98,한국,한국,,(주)인디플러그,,,,,,,,,,
1160,밤은 짧아 걸어 아가씨야,2018-03-29,336000,,5.27E+07,39,6749,45,5,,,,(주)라이크 콘텐츠,,"판타지,전쟁,스릴러,멜로/로맨스,드라마",기예르모 델 토로,,39000000,,,,,
1167,렛 더 선샤인 인,2018-04-26,1349000,,5.15E+07,171,6455,,11,,,,,,,,,,,,,,
1168,돼지 같은 여자,2015-09-10,252000,0,5.13E+07,32,7065,91,24,한국,한국,(주)아이필름홀딩스,CGV아트하우스,15세이상관람가,멜로/로맨스,장문일,"황정음,이종혁,최여진,박진주,최지연,정민지,임민주,이용호,김대식,박소연",,,,,,
1169,마가렛트 여사의 숨길 수 없는 비밀,2016-03-17,798000,0,5.11E+07,115,6887,82,22,프랑스,"프랑스,체코,벨기에",,그린나래미디어(주),15세이상관람가,드라마,자비에 지아놀리,"캐서린 프로트,크리스타 테렛,앙드레 마르콩",,,,,,
1170,레이디 수잔,2016-11-24,2069500,0,5.10E+07,273,6936,88,25,영국,"영국,아일랜드",,(주)팝엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",위트 스틸먼,"케이트 베킨세일,클로에 세비니,자비에르 사무엘",,,,,,
1171,맵 투 더 스타,2014-12-25,988000,0,5.07E+07,166,6365,19,26,캐나다,"캐나다,미국,독일,프랑스",,와이드 릴리즈(주),청소년관람불가,"미스터리,스릴러",데이빗 크로넨버그,"줄리안 무어,미아 와시코브스카,사라 가돈,존 쿠삭,로버트 패틴슨",,,,,,
1172,꾸루꾸루와 친구들: 무지개 나무의 비밀,2015-11-19,4022500,0,5.04E+07,698,7158,103,44,한국,한국,(주)팡고엔터토이먼트,(주)팝엔터테인먼트,전체관람가,애니메이션,문제대,서유리,,,,,,
1173,앙리 앙리,2015-10-29,1523000,0,5.03E+07,182,6437,61,23,캐나다,캐나다,,(주)영화사 빅,12세이상관람가,드라마,마틴 탈봇,"소피 데스마레이즈,빅토르 안드레 튀르종-트렐레스",,,,,,
1174,클랜,2016-05-12,1755000,0,4.98E+07,230,6469,58,12,아르헨티나,"아르헨티나,스페인",,"(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩",15세이상관람가,"범죄,스릴러",파블로 트라페로,"길예르모 프란셀라,피터 란자니",,,,,,
1175,미스터 홈즈,2016-05-26,998000,0,4.97E+07,125,6395,58,15,영국,"영국,미국",,(주)프레인글로벌,12세이상관람가,"범죄,드라마,미스터리",빌 콘돈,"이안 맥켈런,로라 린니,마일로 파커,사나다 히로유키",,,,,,
1176,청년 마르크스,2018-05-17,865000,0,4.95E+07,114,6013,5,9,프랑스,"프랑스,독일,벨기에",와이드 릴리즈(주),,,,라울 펙,,,,,,,
1177,고스트 헌터: 얼음 몬스터의 부활,2016-02-25,534000,0,4.94E+07,74,7032,58,6,독일,"독일, 오스트리아,아이슬란드",,예지림엔터테인먼트,전체관람가,어드벤처,토비 바우만,"마일로 파커,앙케 엥겔케",,,,,,
1178,신을 믿습니까?,2016-04-21,3616000,0,4.93E+07,605,6935,81,16,미국,미국,,와이드 릴리즈(주),12세이상관람가,드라마,조나단 M. 건,"숀 애스틴,테드 맥긴리,미라 소르비노,안드레아 로건 화이트,리 메이저스,알렉사 베가",,,,,,
1179,몽키킹2: 서유기 여정의 시작,2016-05-19,90000,0,4.91E+07,18,11156,54,18,중국,중국,,THE 픽쳐스,12세이상관람가,"액션,판타지",정보서,"곽부성,공리,풍소봉,진혜림",,,,,,
1180,드래곤 네스트: 평화 기사단 VS 블랙 드래곤,2016-11-17,116000,0,4.91E+07,37,6347,102,35,중국,중국,,THE 픽쳐스,전체관람가,"애니메이션,어드벤처,가족,판타지",송유평,블라이스 오파스,,,,,,
1181,학교괴담 : 저주의 언령,2015-07-02,47503100,0.001,4.87E+07,6459,6610,70,660,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"미스터리,공포(호러)",오치아이 마사유키,"코니시 아야노,야마베 미유,아라이 히토미",,,,,,
1182,한낮의 유성,2018-04-19,227500,,4.86E+07,25,5881,,10,,,,,,,,,,,,,,
1183,챔피언 프로그램,2015-10-28,676200,0,4.83E+07,86,6301,91,12,영국,"영국,프랑스",,판씨네마(주),12세이상관람가,드라마,스티븐 프리어스,"벤 포스터,크리스 오다우드,리 페이스,기욤 까네",,,,,,
1184,봉신연의: 영웅의 귀환,2016-09-22,46569000,0.003,4.81E+07,6171,6325,155,1259,홍콩,홍콩,,씨네그루(주)키다리이엔티,12세이상관람가,"판타지,액션",허안,"이연걸,판빙빙,안젤라 베이비,고천락,양가휘,문장",,,,,,
1185,엔테베 작전,2018-06-07,899300,0,4.81E+07,125,6000,103,33,미국,"미국,영국",CGV아트하우스,CGV아트하우스,12세이상관람가,"범죄,드라마,스릴러",호세 파딜라,"로자먼드 파이크,다니엘 브륄",,,,,,
1186,어폴로지,2017-03-16,3739500,0,4.80E+07,718,6887,55,7,캐나다,캐나다,내셔널 필름 보드 오브 캐나다,(주)영화사 그램,12세이상관람가,다큐멘터리,티파니 슝,"길원옥,차오,아델라",,,,,,
1187,토스카,2015-04-01,3854500,0,4.80E+07,329,2224,12,13,프랑스,프랑스,,에스디시코리아 주식회사,12세이상관람가,공연,피에르 아우디,,,,,,,
1188,리턴 투 센더,2016-03-10,1711500,0,4.77E+07,196,6062,142,43,미국,미국,,(주)디스테이션,15세이상관람가,"범죄,스릴러",포아드 미카티,"로자먼드 파이크,실로 페르난데즈,닉 놀테",,,,,,
1189,초인,2016-05-05,1977200,0,4.70E+07,261,6145,30,28,한국,한국,"퍼레이드 픽쳐스,(주)나무와 숲","(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",12세이상관람가,멜로/로맨스,서은영,"채서진,김정현,서영화,정준화,조재영,이우주",,,,,,
1190,양치기들,2016-06-02,699500,0,4.67E+07,97,5848,56,38,한국,한국,한국영화아카데미,CGV아트하우스,청소년관람불가,"드라마,범죄,스릴러",김진황,"박종환,차래형,송하준,윤정일,김종수,류준열,방민호,손지훈,송여진,이소정,최윤주,김철영,민영선",,,,,,
1191,시크릿 레터,2017-11-23,1423000,0,4.65E+07,194,6052,79,14,이탈리아,이탈리아,,,,"로맨스,멜로,드라마",주세페 토르나토레,,,,,,,
1192,나쁜 사랑,2015-04-16,5653000,0,4.65E+07,705,6050,35,30,프랑스,프랑스,,주식회사 씨네룩스,15세이상관람가,"멜로/로맨스,드라마",브누와 쟉꼬,"샤를로뜨 갱스부르,까뜨린느 드뇌브,키아라 마스트로얀니,브누와 뽀엘부르드",,,,,,
1193,극장판 울려라! 유포니엄,2016-09-01,3684000,0,4.64E+07,498,6085,72,21,일본,일본,,(주)박수엔터테인먼트,전체관람가,"애니메이션,드라마",이시하라 타츠야,"쿠로사와 토모요,안자이 치카",,,,,,
1194,진격의 거인: 자유의 날개,2015-12-10,24000,0,4.63E+07,4,6026,37,4,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"애니메이션,판타지",아라키 테츠로,"카지 유키,이시카와 유이,이노우에 마리나,카미야 히로시,오노 다이스케,박로미",,,,,,
1195,新극장판 이니셜D: 레전드3 -몽현-,2016-08-25,3436000,0,4.63E+07,386,5222,55,74,일본,일본,,씨제이이앤엠(주),12세이상관람가,"애니메이션,액션",히다카 마사미츠,,,,,,,
1196,아이다,2015-07-01,973000,0,4.61E+07,47,2444,12,13,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,올리비에 피,,,,,,,
1197,아이다 라스칼라,2015-12-05,6769500,0,4.61E+07,268,2108,6,14,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,페터 슈타인,,,,,,,
1198,바이 더 씨,2016-04-28,866000,0,4.58E+07,123,5860,40,12,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스",안젤리나 졸리,"브래드 피트,안젤리나 졸리",,,,,,
1199,더 디너,2015-07-16,2309000,0,4.57E+07,327,6216,19,24,이탈리아,이탈리아,,(주)판다미디어,청소년관람불가,드라마,이바노 데 마테오,"지오바나 메조기오르노,알레산드로 가스만,루이지 로 카시오,바보라 보불로바",,,,,,
1200,미스 프레지던트,2017-10-26,513500,0,4.56E+07,182,6670,23,41,한국,한국,,(주)인디플러그,,,,,,,,,,
1201,미나미 양장점의 비밀,2016-05-19,731000,0,4.54E+07,93,6240,34,11,일본,일본,,(주)영화사 진진,전체관람가,드라마,미시마 유키코,"나카타니 미키,미우라 타카히로,카타기리 하이리",,,,,,
1202,아티스트: 다시 태어나다,2017-03-09,424000,0,4.53E+07,58,6051,119,24,한국,한국,"(주)영화사소요,(주)백그림,(주)실버라이닝 스튜디오",(주)콘텐츠판다,15세이상관람가,"드라마,범죄,미스터리",김경원,"류현경,박정민,문종원,이순재",,,,,,
1203,크로닉,2016-04-14,2183600,0,4.53E+07,329,6026,43,30,멕시코,멕시코,,주식회사 씨네룩스,15세이상관람가,드라마,미셸 프랑코,"팀 로스,사라 서덜랜드",,,,,,
1204,아들에게 가는 길,2017-11-30,768000,0,4.52E+07,168,6814,46,7,한국,한국,,(주)에스와이코마드,,"가족,드라마",최위안,,,,,,,
1205,청춘 합창단 - 또 하나의 꿈,2017-06-15,1804000,0,4.52E+07,287,6487,39,41,한국,한국,(주)네오스카이인터내셔날,와이드 릴리즈(주),전체관람가,다큐멘터리,이혁종,"김태원,안성기",,,,,,
1206,모든 비밀스러운 것들,2015-07-02,10990000,0,4.49E+07,1762,6507,49,31,미국,미국,,와이드 릴리즈(주),15세이상관람가,스릴러,에이미 버그,"다코타 패닝,엘리자베스 뱅크스,다이안 레인,다니엘 맥도날드",,,,,,
1207,BIFAN2018 - 판타스틱 단편 걸작선 3,,36234000,0.001,4.43E+07,6039,7384,3,33,기타,기타,,,,,,,,,,,,
1208,아버지와 이토씨,2017-04-20,2045500,0,4.43E+07,284,5923,94,23,일본,일본,,와이드 릴리즈(주),12세이상관람가,"드라마,코미디",타나다 유키,"우에노 주리,릴리 프랭키,후지 타츠야",,,,,,
1209,피가로의 결혼,2015-02-21,5772500,0,4.42E+07,251,2020,9,14,미국,미국,,(주)케빈앤컴퍼니,전체관람가,공연,스벤-에릭 베히톨프,,,,,,,
1210,극장판 페어리 테일: 드래곤 크라이,2018-05-31,775000,0,4.41E+07,100,5292,65,33,일본,일본,,씨제이이앤엠(주),,,미나미카와 타츠마,,,,,,,
1211,돈 지오반니,2017-01-07,3880500,0,4.41E+07,167,1870,7,15,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,"사이먼 킨리사이드,히블라 게르츠마바",,,,,,
1212,셀,2016-06-29,168000,0,4.39E+07,35,5469,77,35,미국,미국,,(주)드림팩트엔터테인먼트,청소년관람불가,"공포(호러),SF,스릴러",토드 윌리엄스,"사무엘 L. 잭슨,존 쿠삭,이사벨 퍼만",,,,,,
1213,설행_눈길을 걷다,2016-03-03,474000,0,4.38E+07,71,5889,72,14,한국,한국,(주)인스터,(주)인디플러그,15세이상관람가,드라마,김희정,"김태훈,박소담,최무성,김중기,송현영,이선주",,,,,,
1214,잡식가족의 딜레마,2015-05-07,792000,0,4.37E+07,111,6300,18,14,한국,한국,"스튜디오두마,(주)시네마달",(주)시네마달,전체관람가,다큐멘터리,황윤,,,,,,,
1215,뱀파이어 아카데미,2015-04-09,9240000,0.001,4.36E+07,1869,7649,50,35,미국,"미국,영국,루마니아",,(주)누리픽쳐스,15세이상관람가,"액션,코미디,판타지",마크 워터스,"조이 더치,루시 프라이,다닐라 코즈로브스키",,,,,,
1216,몽 루아,2016-05-26,1678200,0,4.36E+07,261,5919,41,27,프랑스,프랑스,,메가박스(주)플러스엠,청소년관람불가,"멜로/로맨스,드라마",마이웬 르 베스코,"엠마누엘 베르코,뱅상 카셀,루이스 가렐",,,,,,
1217,뷰티풀 프래니,2016-03-17,2058000,0,4.36E+07,306,5785,144,18,미국,미국,,와이드 릴리즈(주),15세이상관람가,드라마,앤드류 렌지,"리차드 기어,다코타 패닝,테오 제임스",,,,,,
1218,호야와 토리: 드래곤 숲의 비밀,2015-06-04,530000,0,4.33E+07,105,6317,198,11,일본,일본,,(주)팝엔터테인먼트,전체관람가,애니메이션,하타 마사미,,,,,,,
1219,서산개척단,2018-05-24,64500,0,4.33E+07,11,5225,24,6,한국,한국,(주)인디플러그,(주)인디플러그,,다큐멘터리,이조훈,,,,,,,
1220,연인과 독재자,2016-09-22,594000,0,4.31E+07,86,6556,76,12,영국,영국,,(주)엣나인필름,12세이상관람가,다큐멘터리,"로스 아담,로버트 캐넌","신상옥,최은희",,,,,,
1221,페기 구겐하임: 아트 애딕트,2017-02-09,1065800,0,4.29E+07,144,5566,14,10,미국,미국,,에스디시코리아 주식회사,12세이상관람가,다큐멘터리,리사 이모르디노 브릴랜드,마리나 아브라모비치,,,,,,
1222,현기증,,122000,,4.27E+07,16,7842,,2,,,,(주)영화사 안다미로,,"스릴러,범죄",알프레드 히치콕,,,,,,,
1223,갓 헬프 더 걸,2015-02-12,480000,0,4.25E+07,76,5623,26,6,영국,영국,,찬란,15세이상관람가,"뮤지컬,멜로/로맨스",스튜어트 머독,"에밀리 브라우닝,올리 알렉산더,한나 머레이",,,,,,
1224,백엔의 사랑,2016-06-16,371000,0,4.21E+07,47,5627,26,10,일본,일본,,주식회사 씨네룩스,청소년관람불가,"멜로/로맨스,드라마",타케 마사하루,"안도 사쿠라,아라이 히로후미",,,,,,
1225,BIFAN2018 - 판타스틱 단편 걸작선 1,,32586000,0.001,4.19E+07,5431,6988,4,36,기타,기타,,,,,,,,,,,,
1226,아이 킬드 마이 마더,2015-01-15,1379000,0,4.19E+07,156,5426,15,12,캐나다,캐나다,,(주)엣나인필름,청소년관람불가,드라마,자비에 돌란,"자비에 돌란,앤 도벌,수잔 클레망,프란시스 아노드",,,,,,
1227,그들이 진심으로 엮을 때,2017-11-16,1512000,0,4.17E+07,206,5386,55,22,일본,일본,,(주)디스테이션,,드라마.가족,오기가미 나오코,,1800000,,,,,
1228,투 나잇 스탠드,2015-05-07,29233500,0.002,4.17E+07,3545,5100,47,482,미국,미국,,와이드 릴리즈(주),청소년관람불가,"멜로/로맨스,코미디",맥스 니콜스,"마일즈 텔러,제시카 스자르,애널리 팁튼",,,,,,
1229,디판,2015-10-22,1858000,0,4.14E+07,257,5597,30,35,프랑스,프랑스,,그린나래미디어(주),청소년관람불가,드라마,자크 오디아르,"제수타산 안토니타산,칼리스와리 스리니바산,클로딘 비나시탐비",,,,,,
1230,거짓말,2015-10-29,336000,0,4.14E+07,46,5130,30,13,한국,한국,방인리필름,"(주)대명문화공장,(주)리틀빅픽쳐스",청소년관람불가,드라마,김동명,"김꽃비,전신환,임희라,이병희,김지연,김하나",,,,,,
1231,라이즈 오브 더 레전드: 황비홍,2015-09-10,1228000,0,4.13E+07,134,5219,51,7,홍콩,"홍콩,중국",,"(주)영화사 빅,(주)투윈글로벌",15세이상관람가,액션,주현량,"펑위옌,안젤라 베이비,홍금보,정백연,양가휘,왕락단",,,,,,
1232,순응자,2016-01-28,676000,0,4.12E+07,90,5622,10,13,이탈리아,"이탈리아,프랑스,독일",,㈜영화사 백두대간,청소년관람불가,드라마,베르나르도 베르톨루치,"장-루이 트린티냥,스테파니아 산드렐리,도미니크 샌다",,,,,,
1233,러브 인 프로방스,2015-10-08,968000,0,4.08E+07,113,5508,34,13,프랑스,프랑스,,주식회사 쇼미미디어앤트레이딩,15세이상관람가,드라마,로젤린 보쉬,"장 르노,안나 갈리에나",,,,,,
1234,더 로프트 : 비밀의 방,2015-10-01,39604300,0.002,4.08E+07,5273,5427,114,1079,미국,"미국,벨기에",,(유)조이앤시네마,청소년관람불가,스릴러,에릭 반 루이,"웬트워스 밀러,칼 어번,제임스 마스던,로나 미트라",,,,,,
1235,커튼콜,2016-12-08,370000,0,4.06E+07,61,5513,80,20,한국,한국,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,15세이상관람가,코미디,류훈,"장현성,박철민,전무송,유지수,이이경,채서진,장혁진,서호철,고보결,신문성,김명성,박선주,방한솔,최승호",,,,,,
1236,드래곤 포스 극장판,2016-11-17,885000,0,4.03E+07,177,5235,144,15,미국,"미국,일본",,와이드 릴리즈(주),전체관람가,"애니메이션,액션,어드벤처",토미 왕,세키 토모카즈,,,,,,
1237,극장판 울트라맨 우주 몬스터 대결전,2016-04-13,1712500,0,4.02E+07,245,5471,136,19,일본,일본,,(주)박수엔터테인먼트,전체관람가,"액션,SF",사카모토 코이치,,,,,,,
1238,암살교실,2015-08-27,290000,0,4.00E+07,58,5066,55,7,일본,일본,,(주)에이원엔터테인먼트,12세이상관람가,"액션,코미디",하스미 에이이치로,"야마다 료스케,시이나 깃페이,강지영",,,,,,
1239,빛나는,2017-11-23,742000,0,3.99E+07,94,5280,53,14,일본,"일본,프랑스",,,,,,,,,,,,
1240,내셔널 갤러리,2016-08-25,1897000,0,3.98E+07,182,4078,5,24,프랑스,"프랑스,미국",,(주)영화사 진진,전체관람가,다큐멘터리,프레데릭 와이즈만,,,,,,,
1241,스트레인저랜드,2015-08-06,1289000,0,3.97E+07,162,5197,32,18,호주,"호주,아일랜드",,(주)엔케이컨텐츠,청소년관람불가,"미스터리,스릴러",킴 파란트,"니콜 키드먼,휴고 위빙,조셉 파인즈",,,,,,
1242,위 아 엑스,2017-05-25,472000,0,3.96E+07,64,4591,19,18,영국,영국,,(주)라이크 콘텐츠,15세이상관람가,다큐멘터리,스테판 키작,,,,,,,
1243,원 와일드 모먼트,2015-08-27,693000,0,3.92E+07,141,5258,40,8,프랑스,프랑스,,주식회사 씨네룩스,청소년관람불가,코미디,장-프랑소와 리셰,"뱅상 카셀,프랑수아 클뤼제,로라 르 란,앨리스 이자스",,,,,,
1244,노마: 뉴 노르딕 퀴진의 비밀,2016-07-28,3502200,0,3.90E+07,465,5075,15,39,영국,영국,,(주)엣나인필름,전체관람가,다큐멘터리,피에르 드샹,,,,,,,
1245,120 BPM,2018-03-15,3530773,0,3.89E+07,501,4680,33,53,프랑스,프랑스,,(주)엣나인필름,청소년관람불가,드라마,로뱅 캉필로,"아르노 발로이스,나우엘 페레즈 비스카야트,아델 아에넬",13200000,,,,,
1246,BIFAN2018 - 판타스틱 단편 걸작선 4,,31506000,0.001,3.89E+07,5251,6491,3,27,기타,기타,,,,,,,,,,,,
1247,싸이코,,115000,,3.86E+07,15,5909,3,2,,,,(주)영화사 안다미로,,"공포(호러),스릴러,미스터리",알프레드 히치콕,,,,,,,
1248,침묵의 시선,2015-09-03,858000,0,3.86E+07,105,4909,31,15,덴마크,덴마크,,(주)엣나인필름,15세이상관람가,다큐멘터리,조슈아 오펜하이머,,,,,,,
1249,블리딩 스틸,2018-04-19,55000,,3.83E+07,9,4753,116,4,,,,(주)박수엔터테인먼트,,"액션,스릴러",장립가,,130000000,,,,,
1250,포스 마쥬어: 화이트 베케이션,2015-03-12,2260000,0,3.81E+07,322,5043,36,38,스웨덴,"스웨덴,프랑스,덴마크,노르웨이",,(주)블룸즈베리리소시스리미티드,15세이상관람가,드라마,루벤 외스틀룬드,"요하네스 쿤케,리사 로벤 콩슬리",,,,,,
1251,스톡홀름의 마지막 연인,2017-12-21,15363900,0,3.79E+07,2127,4941,47,199,스웨덴,스웨덴,,15세이상관람가,15세이상관람가,페르닐라 아우구스트,퍼닐라 어거스트,"스베리르 구드나손,카린 프라즈 콜로프",,,,,,
1252,프랑스 영화처럼,2016-01-14,240000,0,3.77E+07,31,4875,30,18,한국,한국,(주) 루스이소니도스,(주)콘텐츠판다,15세이상관람가,드라마,신연식,"이영란,전지윤,다솜,정준원,소이,스티븐 연,신민철,봉만대,후지이 미나,정한비,신지수,이유미",,,,,,
1253,사랑의 묘약,,10759500,0,3.77E+07,469,1678,11,18,미국,미국,,,,,,,,,,,,
1254,베러 와치 아웃,2018-02-08,1504000,0,3.76E+07,174,4577,123,9,호주,"호주,미국",,,,,,,,,,,,
1255,파리의 밤이 열리면,2017-06-22,9616000,0,3.76E+07,1335,5092,28,161,프랑스,프랑스,,찬란,12세이상관람가,코미디,에두아르 바에르,"오드리 토투,에두아르 바에르",8400000,,,,,
1256,댄싱 베토벤,2018-02-22,13678000,0,3.73E+07,1922,5036,43,247,스페인,"스페인,스위스",,,,,,,,,,,,
1257,헤밍웨이 인 하바나,2018-07-05,4812400,0,3.73E+07,698,5139,20,45,미국,"미국,캐나다",(주)라이크 콘텐츠,(주)라이크 콘텐츠,,,,,,,,,,
1258,세상끝의 사랑,2015-11-12,2739000,0,3.72E+07,308,4746,97,16,한국,한국,(주)담소필름,(주)스톰픽쳐스코리아,청소년관람불가,멜로/로맨스,김인식,"한은정,조동혁,공예지,오원빈,권오민,최자영,조규상,김성규,이찬규,이은향,유연수,김민희,김정훈,송희주,송영헌,박지연,서수석,정석용",,,,,,
1259,당신과 함께한 순간들,2017-10-19,1591000,0,3.71E+07,231,4947,4,18,미국,미국,,"(주)싸이더스,아이 엠",,,,,,,,,,
1260,5 투 7,2015-11-19,32032200,0.001,3.71E+07,4361,4921,62,599,미국,미국,,"㈜코리아스크린,와이드 릴리즈(주)",15세이상관람가,"코미디,멜로/로맨스",빅터 레빈,"안톤 옐친,베레니스 말로에,올리비아 썰비",,,,,,
1261,울트라맨 사가,2015-02-26,36952900,0.002,3.70E+07,5053,5053,108,614,일본,일본,,(주)마인스 엔터테인먼트,전체관람가,액션,오카 히데키,"다이고,스기우라 타이요",,,,,,
1262,와일드 테일즈: 참을 수 없는 순간,2015-05-21,1416000,0,3.69E+07,181,4560,16,10,스페인,"스페인,아르헨티나",,와이드 릴리즈(주),청소년관람불가,"코미디,스릴러",데미안 스지프론,"리카르도 다린,레오나르도 스바라글리아,다리오 그랜디네티",,,,,,
1263,퀸 오브 데저트,2016-04-07,5040000,0,3.68E+07,669,4999,47,45,미국,"미국,모로코",,(주)영화사 빅,12세이상관람가,드라마,베르너 헤어조크,"니콜 키드먼,제임스 프랭코,로버트 패틴슨,데미안 루이스",,,,,,
1264,라이엇 클럽,2015-10-22,838500,0,3.68E+07,98,4602,53,21,영국,영국,,(주)영화사 진진,청소년관람불가,드라마,론 쉐르픽,"샘 클라플린,맥스 아이언스,더글라스 부스",,,,,,
1265,은하철도의 꿈,2015-04-09,1155000,0,3.67E+07,181,4973,85,13,일본,일본,,(주)영화사오원,전체관람가,애니메이션,니시쿠보 미즈호,"요코야마 코타,이치무라 마사치카,나카마 유키에",,,,,,
1266,로마서 8:37,2017-11-16,752500,0,3.65E+07,100,4841,44,13,한국,한국,,(주) 루스이소니도스,,,,,,,,,,
1267,극장판 헬로카봇 : 백악기 시대,2018-08-01,36512000,0.001,3.65E+07,3360,3360,11,14,한국,한국,,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,
1268,마농,2015-10-21,2801500,0,3.63E+07,249,2841,12,13,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,드라마,케네스 맥밀란,"오렐리 뒤퐁,로베르토 볼레",,,,,,
1269,시티즌포,2015-11-19,1686000,0,3.62E+07,217,4859,39,23,미국,"미국,독일",,,12세이상관람가,다큐멘터리,로라 포이트러스,,,,,,,
1270,쇠파리,2017-05-25,1514500,0,3.61E+07,212,4792,56,40,한국,한국,"사단법인 한국영화인총연합회 대구경북지회,(주)무비포지",(주)영화사 그램,15세이상관람가,"범죄,드라마",안철호,"김진우,이연두,정인기,김희정",,,,,,
1271,해적왕 작스톰,2018-07-25,36102100,0.001,3.61E+07,4434,4434,63,295,한국,한국,,(주)삼지애니메이션,,,,,,,,,,
1272,세레나,2015-04-23,676000,0,3.58E+07,89,4654,46,25,미국,"미국,프랑스,체코",,(주)영화사 진진,청소년관람불가,드라마,수잔 비에르,"브래들리 쿠퍼,제니퍼 로렌스",,,,,,
1273,너는 착한 아이,2016-03-24,2853100,0,3.57E+07,392,4731,51,60,일본,일본,,(주)디스테이션,전체관람가,드라마,오미보,"코라 켄고,오노 마치코,이케와키 치즈루",,,,,,
1274,정원을 그리다 : 모네에서 마티스까지,2017-10-26,1392000,0,3.56E+07,144,3351,14,15,영국,영국,,메가박스(주),,,,,,,,,,
